time,mRNA,protein
18.067226890756302,74.946218243279,134.57944895055567
18.487394957983195,74.95453840763234,134.6423012079861
18.907563025210084,74.9615713593703,134.69584813535874
19.327731092436974,74.96751652427706,134.74145122945086
19.747899159663866,74.97254197682219,134.78027442740392
20.168067226890756,74.97678985271558,134.81331404631865
20.58823529411765,74.98038046871366,134.84142260360164
21.008403361344538,74.98341564201162,134.86532902919132
21.42857142857143,74.98598133488541,134.88565571521687
21.84873949579832,74.98815005459892,134.90293388904476
22.26890756302521,74.98998325720194,134.91761703425874
22.689075630252102,74.99153288308915,134.93009183385308
23.10924369747899,74.99284278163161,134.94068782979502
23.529411764705884,74.9939500317419,134.94968610943806
23.949579831932773,74.99488597101659,134.95732604751953
24.369747899159663,74.99567712698274,134.96381126074743
24.789915966386555,74.99634589540065,134.96931525185965
25.210084033613445,74.99691121579484,134.97398569338995
25.630252100840337,74.99738905754297,134.9779481199497
26.050420168067227,74.99779295861778,134.98130925971242
26.47058823529412,74.99813438029675,134.98415994047102
26.89075630252101,74.99842298671486,134.9865773080078
27.310924369747898,74.99866695309103,134.9886269888966
27.73109243697479,74.99887318054414,134.99036470805828
28.15126050420168,74.99904749648962,134.99183768816266
28.571428571428573,74.99919485230387,134.9930861569981
28.991596638655462,74.99931940909778,134.99414415670213
29.411764705882355,74.99942468970504,134.99504061425137
29.831932773109244,74.99951368043267,134.99580014826736
30.252100840336134,74.99958891915053,134.99644374790688
30.672268907563026,74.99965251567205,134.9969889295126
31.092436974789916,74.99970628076427,134.9974507578021
31.51260504201681,74.99975172096916,134.99784184793165
31.932773109243698,74.99979013383641,134.998173078755
32.35294117647059,74.99982259804982,134.99845352853674
32.773109243697476,74.99985004636814,134.99869105545415
33.19327731092437,74.99987324578635,134.99889214887364
33.61344537815126,74.99989285929104,134.99906242071597
34.03361344537815,74.99990943361925,134.9992065265622
34.45378151260504,74.99992344486503,134.9993285256211
34.87394957983194,74.99993528432107,134.99943176071892
35.294117647058826,74.9999452960892,134.99951917460487
35.714285714285715,74.99995376933575,134.99959324594153
36.134453781512605,74.99996093666647,134.99965597564125
36.554621848739494,74.99996698421299,134.9997089703477
36.97478991596639,74.99997209580656,134.99975381400853
37.39495798319328,74.99997641211263,134.99979172459143
37.81512605042017,74.99998005369402,134.99982374648587
38.23529411764706,74.99998313479159,134.99985086557518
38.65546218487395,74.99998575262077,134.9998739237017
39.075630252100844,74.99998794499454,134.9998932548436
39.49579831932773,74.99998980925525,134.99990970272873
39.91596638655462,74.9999913826421,134.99992359530881
40.33613445378151,74.9999927096318,134.99993532144026
40.7563025210084,74.99999382914167,134.9999452231963
41.1764705882353,74.99999477696605,134.99995361473535
41.596638655462186,74.99999557480263,134.99996068405494
42.016806722689076,74.99999625070531,134.99996667603892
42.436974789915965,74.99999683295273,134.99997183786496
42.85714285714286,74.99999732881547,134.99997623459188
43.27731092436975,74.99999774751568,134.99997994819736
43.69747899159664,74.99999810365428,134.99998310728665
44.11764705882353,74.9999984240439,134.99998595029777
44.53781512605042,74.9999986623979,134.99998806635733
44.957983193277315,74.9999988710248,134.99998992079384
45.378151260504204,74.99999905087324,134.999991521651
45.79831932773109,74.99999920504506,134.99999289522975
46.21848739495798,74.99999933378116,134.9999940435729
46.63865546218487,74.99999943742603,134.99999496970295
47.05882352941177,74.99999952423816,134.9999957460785
47.47899159663866,74.999999597731,134.99999640352544
47.89915966386555,74.99999965790451,134.99999694204385
48.319327731092436,74.99999970710437,134.99999738246225
48.739495798319325,74.99999974997417,134.99999776601467
49.15966386554622,74.99999978663966,134.9999980938175
49.57983193277311,74.99999981730289,134.99999836769604
50.0,74.99999984396707,134.99999860574707
